10313 | 24-SEP-1996 | 2 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10758 | 28-NOV-1997 | 3 | Gen??ve |  | 1204 | Switzerland                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10759 | 28-NOV-1997 | 3 | M??xico D.F. |  | 05021 | Mexico                                                                                                                                                                                                                                                                                                                                                                                                                                                          
10760 | 01-DEC-1997 | 1 | Bruxelles |  | B-1180 | Belgium                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10761 | 02-DEC-1997 | 2 | Albuquerque | NM | 87110 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10762 | 02-DEC-1997 | 1 | Br??cke |  | S-844 67 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10763 | 03-DEC-1997 | 3 | Lille |  | 59000 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10764 | 03-DEC-1997 | 3 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10765 | 04-DEC-1997 | 3 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10766 | 05-DEC-1997 | 1 | K??ln |  | 50739 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10767 | 05-DEC-1997 | 3 | Charleroi |  | B-6000 | Belgium                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10768 | 08-DEC-1997 | 2 | Colchester | Essex | CO7 6JX | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                         
10769 | 08-DEC-1997 | 1 | ??rhus |  | 8200 | Denmark                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10770 | 09-DEC-1997 | 3 | Rio de Janeiro | RJ | 05454-876 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10771 | 10-DEC-1997 | 2 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10772 | 10-DEC-1997 | 2 | Frankfurt a.M.  |  | 60528 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                      
10773 | 11-DEC-1997 | 3 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10774 | 11-DEC-1997 | 1 | Br??cke |  | S-844 67 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10775 | 12-DEC-1997 | 1 | Butte | MT | 59801 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10776 | 15-DEC-1997 | 3 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10777 | 15-DEC-1997 | 2 | Campinas | SP | 04876-786 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                        
10778 | 16-DEC-1997 | 1 | Lule?? |  | S-958 22 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10779 | 16-DEC-1997 | 2 | Leipzig |  | 04179 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10780 | 16-DEC-1997 | 1 | Barquisimeto | Lara | 3508 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10781 | 17-DEC-1997 | 3 | Oulu |  | 90110 | Finland                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10782 | 17-DEC-1997 | 3 | Buenos Aires |  | 1010 | Argentina                                                                                                                                                                                                                                                                                                                                                                                                                                                        
10783 | 18-DEC-1997 | 2 | Rio de Janeiro | RJ | 05454-876 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10784 | 18-DEC-1997 | 3 | Bergamo |  | 24100 | Italy                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10970 | 24-MAR-1998 | 1 | Madrid |  | 28023 | Spain                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10971 | 24-MAR-1998 | 2 | Nantes |  | 44000 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10972 | 24-MAR-1998 | 2 | Versailles |  | 78000 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10973 | 24-MAR-1998 | 2 | Versailles |  | 78000 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10974 | 25-MAR-1998 | 3 | Lander | WY | 82520 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10975 | 25-MAR-1998 | 3 | Tsawassen | BC | T2F 8M4 | Canada                                                                                                                                                                                                                                                                                                                                                                                                                                                         
10976 | 25-MAR-1998 | 1 | San Crist??bal | T??chira | 5022 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                              
10977 | 26-MAR-1998 | 3 | Br??cke |  | S-844 67 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10978 | 26-MAR-1998 | 2 | Bruxelles |  | B-1180 | Belgium                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10979 | 26-MAR-1998 | 2 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10980 | 27-MAR-1998 | 1 | Br??cke |  | S-844 67 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10981 | 27-MAR-1998 | 2 | Rio de Janeiro | RJ | 05454-876 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10982 | 27-MAR-1998 | 1 | Tsawassen | BC | T2F 8M4 | Canada                                                                                                                                                                                                                                                                                                                                                                                                                                                         
10983 | 27-MAR-1998 | 2 | Boise | ID | 83720 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10984 | 30-MAR-1998 | 3 | Boise | ID | 83720 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10985 | 30-MAR-1998 | 1 | Cork | Co. Cork |  | Ireland                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10986 | 30-MAR-1998 | 2 | Buenos Aires |  | 1010 | Argentina                                                                                                                                                                                                                                                                                                                                                                                                                                                        
10987 | 31-MAR-1998 | 1 | London |  | WX3 6FW | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10988 | 31-MAR-1998 | 2 | Albuquerque | NM | 87110 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10989 | 31-MAR-1998 | 1 | Rio de Janeiro | RJ | 02389-673 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10990 | 01-APR-1998 | 3 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10991 | 01-APR-1998 | 1 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10992 | 01-APR-1998 | 3 | Portland | OR | 97201 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10993 | 01-APR-1998 | 3 | Br??cke |  | S-844 67 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10994 | 02-APR-1998 | 3 | ??rhus |  | 8200 | Denmark                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10995 | 02-APR-1998 | 3 | M??xico D.F. |  | 05033 | Mexico                                                                                                                                                                                                                                                                                                                                                                                                                                                          
10996 | 02-APR-1998 | 2 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10997 | 03-APR-1998 | 2 | Barquisimeto | Lara | 3508 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10998 | 03-APR-1998 | 2 | Warszawa |  | 01-012 | Poland                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10999 | 03-APR-1998 | 2 | K??ln |  | 50739 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11000 | 06-APR-1998 | 3 | Albuquerque | NM | 87110 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                            
11001 | 06-APR-1998 | 2 | Br??cke |  | S-844 67 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                            
11002 | 06-APR-1998 | 1 | Boise | ID | 83720 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11003 | 06-APR-1998 | 3 | Butte | MT | 59801 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11004 | 07-APR-1998 | 1 | Bruxelles |  | B-1180 | Belgium                                                                                                                                                                                                                                                                                                                                                                                                                                                           
11005 | 07-APR-1998 | 1 | Helsinki |  | 21240 | Finland                                                                                                                                                                                                                                                                                                                                                                                                                                                             
11006 | 07-APR-1998 | 2 | Eugene | OR | 97403 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11007 | 08-APR-1998 | 2 | Lisboa |  | 1756 | Portugal                                                                                                                                                                                                                                                                                                                                                                                                                                                               
11008 | 08-APR-1998 | 3 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11009 | 08-APR-1998 | 1 | Sevilla |  | 41101 | Spain                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11010 | 09-APR-1998 | 2 | Reggio Emilia |  | 42100 | Italy                                                                                                                                                                                                                                                                                                                                                                                                                                                          
11011 | 09-APR-1998 | 1 | Berlin |  | 12209 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                               
11012 | 09-APR-1998 | 3 | M??nchen |  | 80805 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                             
11013 | 09-APR-1998 | 1 | Madrid |  | 28001 | Spain                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11014 | 10-APR-1998 | 3 | I. de Margarita | Nueva Esparta | 4980 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                        
11015 | 10-APR-1998 | 2 | Stavern |  | 4110 | Norway                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11016 | 10-APR-1998 | 2 | Colchester | Essex | CO7 6JX | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                         
11017 | 13-APR-1998 | 2 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10785 | 18-DEC-1997 | 3 | Caracas | DF | 1081 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10786 | 19-DEC-1997 | 1 | S??o Paulo | SP | 05487-020 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                      
10787 | 19-DEC-1997 | 1 | Toulouse |  | 31000 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10788 | 22-DEC-1997 | 2 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10789 | 22-DEC-1997 | 2 | Lille |  | 59000 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10790 | 22-DEC-1997 | 1 | Campinas | SP | 04876-786 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                        
10791 | 23-DEC-1997 | 2 | M??nchen |  | 80805 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10792 | 23-DEC-1997 | 3 | Warszawa |  | 01-012 | Poland                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10793 | 24-DEC-1997 | 3 | Colchester | Essex | CO7 6JX | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                         
10794 | 24-DEC-1997 | 1 | Rio de Janeiro | RJ | 02389-673 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10795 | 24-DEC-1997 | 2 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10796 | 25-DEC-1997 | 1 | San Crist??bal | T??chira | 5022 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                              
10797 | 25-DEC-1997 | 2 | Aachen |  | 52066 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10798 | 26-DEC-1997 | 1 | Cowes | Isle of Wight | PO31 7PJ | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                     
10799 | 26-DEC-1997 | 3 | Brandenburg |  | 14776 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                          
