10855 | 31 | 55 | 3 | 12.5 | 14 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10857 | 26 | 5 | 8 | 31.23 | 35 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10859 | 54 | 25 | 1 | 7.45 | 35 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10861 | 21 | 89 | 4 | 10 | 40 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10863 | 1 | 35 | 4 | 18 | 20 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10866 | 2 | 5 | 5 | 19 | 21 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10868 | 49 | 62 | 7 | 20 | 42 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10870 | 35 | 91 | 5 | 18 | 3 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10872 | 62 | 30 | 5 | 49.3 | 20 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10875 | 19 | 5 | 4 | 9.2 | 25 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10877 | 16 | 67 | 1 | 17.45 | 30 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10880 | 23 | 24 | 7 | 9 | 30 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10882 | 54 | 71 | 4 | 7.45 | 32 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10885 | 24 | 76 | 6 | 4.5 | 12 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10887 | 25 | 29 | 8 | 14 | 5 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10890 | 17 | 18 | 7 | 39 | 15 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10893 | 8 | 39 | 9 | 40 | 30 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10894 | 69 | 71 | 1 | 36 | 50 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10895 | 60 | 20 | 3 | 34 | 100 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10899 | 39 | 46 | 5 | 18 | 8 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10902 | 62 | 24 | 1 | 49.3 | 6 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10905 | 1 | 88 | 9 | 18 | 20 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10909 | 16 | 70 | 1 | 17.45 | 15 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10911 | 17 | 30 | 3 | 39 | 12 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10913 | 33 | 62 | 4 | 2.5 | 40 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10916 | 16 | 64 | 1 | 17.45 | 6 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10918 | 60 | 10 | 3 | 34 | 25 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10921 | 35 | 83 | 1 | 18 | 10 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10923 | 67 | 41 | 7 | 14 | 24 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10925 | 52 | 34 | 3 | 7 | 12 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10566 | 76 | 7 | 9 | 18 | 10 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10569 | 31 | 65 | 5 | 12.5 | 35 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10572 | 16 | 5 | 3 | 17.45 | 12 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10573 | 53 | 3 | 7 | 32.8 | 25 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10575 | 63 | 52 | 5 | 43.9 | 6 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10577 | 39 | 82 | 9 | 18 | 10 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10579 | 15 | 45 | 1 | 15.5 | 10 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10582 | 57 | 6 | 3 | 19.5 | 4 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10584 | 31 | 7 | 4 | 12.5 | 50 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10589 | 35 | 32 | 8 | 18 | 4 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10592 | 26 | 44 | 3 | 31.23 | 5 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10595 | 69 | 20 | 2 | 36 | 65 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10597 | 65 | 59 | 7 | 21.05 | 12 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10602 | 77 | 83 | 8 | 13 | 5 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10605 | 60 | 51 | 1 | 34 | 70 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10607 | 40 | 71 | 5 | 18.4 | 42 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10611 | 1 | 91 | 6 | 18 | 6 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
10613 | 13 | 35 | 4 | 6 | 8 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10615 | 55 | 90 | 2 | 24 | 5 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10618 | 6 | 51 | 1 | 25 | 70 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10620 | 24 | 42 | 2 | 4.5 | 5 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10622 | 2 | 67 | 4 | 19 | 20 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10623 | 24 | 25 | 8 | 4.5 | 3 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10625 | 42 | 2 | 3 | 14 | 5 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
10627 | 62 | 71 | 8 | 49.3 | 15 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10630 | 76 | 39 | 1 | 18 | 35 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10633 | 13 | 20 | 7 | 6 | 13 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10634 | 75 | 23 | 4 | 7.75 | 2 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10636 | 58 | 87 | 4 | 13.25 | 6 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10638 | 72 | 47 | 3 | 34.8 | 60 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10642 | 21 | 73 | 7 | 10 | 30 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10644 | 18 | 88 | 3 | 62.5 | 4 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10646 | 10 | 37 | 9 | 31 | 18 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10648 | 24 | 67 | 5 | 4.5 | 15 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10651 | 19 | 86 | 8 | 9.2 | 12 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10654 | 4 | 5 | 5 | 22 | 12 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10656 | 47 | 32 | 6 | 9.5 | 6 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10657 | 60 | 71 | 2 | 34 | 30 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10659 | 31 | 62 | 7 | 12.5 | 20 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10662 | 68 | 48 | 3 | 12.5 | 10 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10664 | 65 | 28 | 1 | 21.05 | 15 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10667 | 69 | 20 | 7 | 36 | 45 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10669 | 36 | 73 | 2 | 19 | 30 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10671 | 16 | 26 | 1 | 17.45 | 10 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10673 | 16 | 90 | 2 | 17.45 | 3 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10675 | 58 | 25 | 5 | 13.25 | 30 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10678 | 12 | 71 | 7 | 38 | 100 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10680 | 16 | 55 | 1 | 17.45 | 50 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10682 | 33 | 3 | 3 | 2.5 | 30 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10684 | 60 | 56 | 3 | 34 | 30 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10686 | 26 | 59 | 2 | 31.23 | 15 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11053 | 18 | 59 | 2 | 62.5 | 35 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11055 | 25 | 35 | 7 | 14 | 15 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11056 | 60 | 19 | 8 | 34 | 50 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11059 | 13 | 67 | 2 | 6 | 30 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11062 | 53 | 66 | 4 | 32.8 | 10 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11064 | 41 | 71 | 1 | 9.65 | 12 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11065 | 54 | 46 | 8 | 7.45 | 20 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
11068 | 43 | 62 | 8 | 46 | 36 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11070 | 31 | 44 | 2 | 12.5 | 20 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
